step,boid_id,x,y,x_vel,y_vel,pre_planned,separation,cohesion,alignment
293,5,284.9640,586.0375,0.5446,-2.4824,0,,9-16,7-9-16
293,6,410.8496,126.4187,-3.1540,0.7086,0,,,1-11-14-26-27-31
293,7,210.5496,607.2803,-0.2134,-1.1402,0,,16,5-9-13-16-24
293,8,317.6795,12.0160,1.2212,-1.2119,0,,32,11-27-29-32
293,9,279.3450,633.1696,-0.4678,-1.6223,0,,5,5-7-16
293,10,815.7560,418.5028,1.4710,0.6198,0,,,2
293,11,322.3030,105.5284,3.7664,-0.3600,0,,27-29,6-8-27-29-32
293,12,115.1509,571.0687,1.0779,0.3266,0,,,13-24
293,13,168.1015,633.9061,0.8895,-0.4569,0,,,7-12-16
293,14,476.9167,110.3764,-3.3694,0.6719,0,,1-19-26-30-31,1-6-19-20-22-25-26-30-31-35
293,15,697.1993,284.7264,3.3861,0.4697,0,,33,17-33
293,16,239.5681,581.1706,-0.4764,-2.1492,0,,5-7,5-7-9-13-24
293,17,776.6952,311.8310,2.9324,-0.0233,0,,23-33,2-15-23-33
293,18,770.1337,649.8693,0.3567,3.9841,0,21,21,0-21
293,19,515.3642,91.6810,-3.8459,0.7849,0,,14-30-31-35,1-4-14-20-22-25-26-30-31-35
293,20,510.4967,171.1203,-3.3974,0.4814,0,,30,14-19-22-26-30-35
293,21,757.9641,617.2907,0.2626,3.9357,0,18,18,0-18
293,22,559.6250,142.1960,-3.4313,1.4221,0,,4-30-35,4-14-19-20-25-26-30-35
293,23,804.4712,286.7411,3.0687,-0.2663,0,,17,17-33
293,24,162.5351,526.1515,0.9794,0.3183,0,,,7-12-16
293,25,569.5832,73.6841,-3.9948,0.2030,0,,4-35,4-14-19-22-30-31-35
293,26,459.7779,144.9406,-3.3880,0.8478,0,,14,1-6-14-19-20-22-30-31-35
293,27,336.1479,67.9375,2.6638,-1.2248,0,,11-32,6-8-11-29-32
293,28,387.5751,474.3271,-0.1919,-0.9814,0,,,
293,29,286.6050,105.9955,3.6431,0.0355,0,,11,8-11-27
293,30,512.9095,131.6425,-3.5014,0.7417,0,,14-19-20-22-35,1-4-14-19-20-22-25-26-31-35
293,31,481.9679,71.4103,-3.8748,0.6922,0,1,1-14-19,1-6-14-19-25-26-30-35
293,32,356.6349,27.4176,2.1960,-2.6173,0,,8-27,8-11-27
293,33,735.8292,283.7614,3.2437,0.3563,0,,15-17,2-15-17-23
293,34,723.4855,60.4855,-1.6821,1.4587,0,,,3
293,35,550.4812,107.5205,-3.8841,0.9561,0,,4-19-22-25-30,4-14-19-20-22-25-26-30-31
294,0,714.5347,647.6536,0.0988,3.4507,0,,,21
294,1,446.0016,86.0515,-3.9305,0.7423,0,31,14-31,6-14-19-26-30-31
294,2,757.7217,380.2805,2.0139,0.3792,0,,,10-17-33
294,3,776.6848,27.1569,-0.6322,2.6830,0,18,18,18-34
294,4,583.0292,106.0571,-3.9188,0.8021,0,,22-25-35,19-22-25-30-35
294,5,285.4378,583.6174,0.4738,-2.4200,0,,9-16,7-9-16
294,6,407.7855,127.1032,-3.0641,0.6846,0,,,1-11-14-26-27-31
294,7,210.3884,606.1090,-0.1612,-1.1713,0,,13-16,5-9-13-16-24
294,8,319.0300,10.8273,1.3505,-1.1887,0,,32,11-27-29-32
294,9,278.9037,631.4857,-0.4413,-1.6839,0,,5,5-7-16
294,10,817.2541,419.1106,1.4981,0.6078,0,,,2
294,11,325.9386,105.1257,3.6355,-0.4028,0,,27-29,6-8-27-29-32
294,12,116.2217,571.3755,1.0708,0.3068,0,,,13-24
294,13,168.9710,633.4121,0.8694,-0.4941,0,,7,7-12-16
294,14,473.5402,111.0475,-3.3765,0.6711,0,,1-19-26-30-31,1-6-19-20-22-25-26-30-31-35
294,15,700.6072,285.1800,3.4079,0.4536,0,,33,17-33
294,16,239.1407,579.0874,-0.4274,-2.0832,0,,5-7,5-7-9-13-24
294,17,779.6214,311.7951,2.9262,-0.0359,0,,23-33,2-15-23-33
294,18,770.6281,0.0000,0.4943,3.9693,0,3,3,3-34
294,19,511.5169,92.4775,-3.8472,0.7965,0,,14-30-31-35,1-4-14-20-22-25-26-30-31-35
294,20,507.0904,171.5847,-3.4063,0.4643,0,,30,14-19-22-26-30-35
294,21,758.2185,621.2022,0.2544,3.9115,0,,,0
294,22,556.1718,143.5555,-3.4532,1.3595,0,,4-30-35,4-14-19-20-25-26-30-35
294,23,807.5171,286.5199,3.0459,-0.2212,0,,17,17-33
294,24,163.5006,526.4120,0.9655,0.2605,0,,,7-12-16
294,25,565.5981,73.9529,-3.9851,0.2688,0,,4-35,4-14-19-22-30-31-35
294,26,456.3927,145.7533,-3.3852,0.8127,0,,14,1-6-14-19-20-22-30-31-35
294,27,338.7611,66.7375,2.6131,-1.2000,0,,11-32,6-8-11-29-32
294,28,387.3832,473.3457,-0.1919,-0.9814,0,,,
294,29,290.2595,105.9883,3.6545,-0.0072,0,,11,8-11-27
294,30,509.4044,132.3789,-3.5052,0.7363,0,,14-19-20-22-35,1-4-14-19-20-22-25-26-31-35
294,31,478.1011,72.1272,-3.8669,0.7169,0,1,1-14-19,1-6-14-19-25-26-30-35
294,32,358.8214,24.8955,2.1865,-2.5222,0,,8-27,8-11-27
294,33,739.0196,284.1085,3.1904,0.3471,0,,15-17,2-15-17-23
294,34,721.8840,62.0376,-1.6015,1.5520,0,,,3-18
294,35,546.5719,108.3676,-3.9093,0.8471,0,,4-19-22-25-30,4-14-19-20-22-25-26-30-31
295,0,714.6414,0.0000,0.1066,3.4737,0,,,3-18-34
295,1,442.0994,86.9307,-3.9022,0.8792,0,,14-31,6-14-19-26-30-31
295,2,759.7619,380.6561,2.0401,0.3756,0,,,10-17-33
295,3,776.1769,30.3458,-0.5079,3.1889,0,18,18,0-18-34
295,4,579.1102,106.8583,-3.9190,0.8011,0,,22-25-35,19-20-22-25-30-35
295,5,285.8457,581.2567,0.4079,-2.3608,0,,9-16,7-9-16
295,6,404.8056,127.7659,-2.9799,0.6627,0,,,1-11-14-26-27-31
295,7,210.2431,604.9328,-0.1454,-1.1762,0,,13-16,5-9-12-13-16-24
295,8,320.5020,9.6597,1.4719,-1.1676,0,,32,11-27-29-32
295,9,278.4817,629.7923,-0.4220,-1.6934,0,,5,5-7-16
295,10,818.7794,419.7068,1.5252,0.5962,0,,,2
295,11,329.4509,104.6829,3.5124,-0.4428,0,,27-29,6-8-27-29-32
295,12,117.2671,571.6434,1.0454,0.2679,0,,,7-13-24
295,13,169.8198,632.8835,0.8489,-0.5286,0,,7,7-12-16
295,14,470.1570,111.7179,-3.3832,0.6704,0,,1-19-26-30-31,1-6-19-20-22-25-26-30-31-35
295,15,704.0340,285.6177,3.4269,0.4377,0,,33,17-33
295,16,238.7596,577.0666,-0.3811,-2.0207,0,,5-7,5-7-9-13-24
295,17,782.5416,311.7476,2.9202,-0.0475,0,,23-33,2-15-23-33
295,18,770.9641,3.3600,0.3361,3.3600,0,3,3,0-3-34
295,19,507.6685,93.2849,-3.8484,0.8074,0,,14-30-31-35,1-4-14-20-22-25-26-30-31-35
295,20,503.6752,172.0316,-3.4152,0.4470,0,,30,4-14-19-22-26-30-35
295,21,758.4729,625.1136,0.2544,3.9115,0,,,
295,22,552.6972,144.8544,-3.4746,1.2989,0,,4-30-35,4-14-19-20-25-26-30-35
295,23,810.5397,286.3413,3.0227,-0.1787,0,,17,17-33
295,24,164.4783,526.6218,0.9777,0.2098,0,,,7-12-16
295,25,561.6219,74.2837,-3.9762,0.3308,0,,4-35,4-14-19-22-30-31-35
295,26,453.0105,146.5323,-3.3822,0.7790,0,,14,1-6-14-19-20-22-30-31-35
295,27,341.3271,65.5609,2.5660,-1.1766,0,,11-32,6-8-11-29-32
295,28,387.1913,472.3642,-0.1919,-0.9814,0,,,
295,29,293.9205,105.9397,3.6610,-0.0485,0,,11,8-11-27
295,30,505.8955,133.1103,-3.5089,0.7314,0,,14-19-20-22-35,1-4-14-19-20-22-25-26-31-35
295,31,474.2424,72.8678,-3.8586,0.7406,0,,1-14-19,1-6-14-19-25-26-30-35
295,32,360.9978,22.4651,2.1765,-2.4304,0,,8-27,8-11-27
295,33,742.1599,284.4470,3.1403,0.3385,0,,15-17,2-15-17-23
295,34,720.3615,63.6790,-1.5225,1.6415,0,,,0-3-18
295,35,542.6443,109.1251,-3.9276,0.7575,0,,4-19-22-25-30,4-14-19-20-22-25-26-30-31
296,0,714.7144,3.4365,0.0731,3.4365,0,,,3-18-34
296,1,438.2462,87.8076,-3.8531,0.8769,0,,14-31,6-14-19-26-27-30-31
296,2,761.8264,381.0277,2.0646,0.3716,0,,,10-17-33
296,3,775.7699,34.0030,-0.4070,3.6572,0,18,18,0-18-34
296,4,575.1905,107.6555,-3.9197,0.7972,0,,22-25-35,19-20-22-25-30-35
296,5,286.1915,578.9535,0.3458,-2.3032,0,,9-16,7-9-16
296,6,401.9048,128.4075,-2.9009,0.6416,0,,,1-11-14-26-27-31
296,7,210.1194,603.7649,-0.1236,-1.1679,0,,13-16,5-9-12-13-16-24
296,8,322.0877,8.5115,1.5857,-1.1483,0,,32,11-27-32
296,9,278.0782,628.0920,-0.4035,-1.7003,0,,5,5-7-16
296,10,820.3315,420.2917,1.5522,0.5849,0,,,2
296,11,332.8473,104.2026,3.3964,-0.4803,0,,27-29,6-8-27-29-32
296,12,118.2886,571.8732,1.0215,0.2298,0,,,7-13-24
296,13,170.6732,632.3043,0.8533,-0.5791,0,,7,7-12-16
296,14,466.7676,112.3871,-3.3894,0.6692,0,,1-19-26-30-31,1-6-19-20-22-25-26-30-31-35
296,15,707.4773,286.0396,3.4433,0.4219,0,,33,17-33
296,16,238.4230,575.1051,-0.3366,-1.9615,0,,5-7,5-7-9-13-24
296,17,785.4557,311.6894,2.9141,-0.0583,0,,23-33,2-15-23-33
296,18,771.1657,6.1446,0.2016,2.7845,0,3,3,0-3-34
296,19,503.8193,94.1021,-3.8493,0.8171,0,,14-30-31-35,1-4-14-20-22-25-26-30-31-35
296,20,500.2511,172.4611,-3.4241,0.4294,0,,30,4-14-19-22-26-30-35
296,21,758.7273,629.0251,0.2544,3.9115,0,,,
296,22,549.2018,146.0947,-3.4953,1.2403,0,,4-30-35,4-14-19-20-25-26-30-35
296,23,813.5388,286.2026,2.9991,-0.1386,0,,17,17-33
296,24,165.4656,526.7807,0.9873,0.1589,0,,,7-12-16
296,25,557.6540,74.6726,-3.9679,0.3890,0,,4-35,4-14-19-22-30-31-35
296,26,449.6315,147.2782,-3.3790,0.7460,0,,14,1-6-14-19-20-22-30-31-35
296,27,343.8040,64.4195,2.4769,-1.1415,0,,11-32,1-6-8-11-29-32
296,28,386.9994,471.3828,-0.1919,-0.9814,0,,,
296,29,297.5822,105.8514,3.6617,-0.0883,0,,11,11-27
296,30,502.3831,133.8364,-3.5124,0.7262,0,,14-19-20-22-35,1-4-14-19-20-22-25-26-31-35
296,31,470.3925,73.6305,-3.8500,0.7627,0,,1-14-19,1-6-14-19-25-26-30-35
296,32,363.1632,20.1233,2.1653,-2.3418,0,,8-27,8-11-27
296,33,745.9120,284.7473,3.7521,0.3003,0,,15-17,2-15-17-23
296,34,718.9130,65.4031,-1.4486,1.7241,0,,,0-3-18
296,35,538.7030,109.8078,-3.9413,0.6827,0,,4-19-22-25-30,4-14-19-20-22-25-26-30-31
297,0,714.7563,6.8374,0.0418,3.4008,0,,,3-18-34
297,1,434.4831,88.6687,-3.7631,0.8610,0,,14-31,6-11-14-19-26-27-30-31-32
297,2,763.9247,381.3945,2.0983,0.3668,0,,,10-17-33
297,3,775.4559,37.9907,-0.3141,3.9877,0,18,18,0-18-34
297,4,571.2698,108.4483,-3.9206,0.7928,0,,22-25-35,19-20-22-25-30-35
297,5,286.4791,576.7065,0.2876,-2.2470,0,,16,7-9-16
297,6,399.0781,129.0288,-2.8267,0.6213,0,,,1-11-14-26-27-30-31
297,7,210.0167,602.6045,-0.1027,-1.1604,0,,13-16,5-9-12-13-16-24
297,8,323.7671,7.3656,1.6794,-1.1459,0,,32,11-27-32
297,9,277.6923,626.3873,-0.3859,-1.7047,0,,,5-7-16
297,10,821.9110,420.8658,1.5795,0.5740,0,,,2
297,11,336.1339,103.6873,3.2866,-0.5153,0,29,27-29,1-6-8-27-29-32
297,12,119.2880,572.0651,0.9994,0.1919,0,,,7-13-24
297,13,171.5305,631.6771,0.8574,-0.6272,0,,7,7-12-16
297,14,463.3727,113.0545,-3.3949,0.6675,0,,1-19-26-30-31,1-6-19-20-22-25-26-30-31-35
297,15,710.9516,286.4453,3.4743,0.4057,0,,33,17-33
297,16,238.1290,573.1997,-0.2940,-1.9054,0,,5-7,5-7-9-13-24
297,17,788.3728,311.6208,2.9170,-0.0686,0,,23-33,2-15-23-33
297,18,771.2511,8.3669,0.0854,2.2223,0,3,3,0-3-34
297,19,499.9696,94.9276,-3.8496,0.8256,0,,14-30-31-35,1-4-14-20-22-25-26-30-31-35
297,20,496.8181,172.8729,-3.4330,0.4119,0,,30,4-14-19-22-26-30-35
297,21,758.9817,632.9366,0.2544,3.9115,0,,,
297,22,545.6863,147.2785,-3.5155,1.1838,0,,4-30-35,4-14-19-20-25-26-30-35
297,23,816.5307,286.1009,2.9919,-0.1018,0,,17,17-33
297,24,166.4597,526.8887,0.9941,0.1081,0,,,7-12-16
297,25,553.6936,75.1164,-3.9603,0.4437,0,,4-35,4-14-19-22-30-31-35
297,26,446.2562,147.9918,-3.3753,0.7136,0,,14,1-6-14-19-20-22-30-31-35
297,27,346.1977,63.3109,2.3937,-1.1085,0,,11-32,1-6-8-11-29-32
297,28,386.8075,470.4014,-0.1919,-0.9814,0,,,
297,29,301.2395,105.7249,3.6573,-0.1266,0,11,11,11-27
297,30,498.8674,134.5571,-3.5156,0.7207,0,,14-19-20-22-35,1-4-6-14-19-20-22-25-26-31-35
297,31,466.5518,74.4137,-3.8406,0.7832,0,,1-14-19,1-6-14-19-25-26-30-35
297,32,365.2384,17.8892,2.0752,-2.2341,0,,8-27,1-8-11-27
297,33,749.5868,285.0417,3.6748,0.2944,0,,15-17,2-15-17-23
297,34,717.5337,67.2011,-1.3793,1.7980,0,,,0-3-18
297,35,534.7511,110.4268,-3.9518,0.6190,0,,4-19-22-25-30,4-14-19-20-22-25-26-30-31
298,0,714.7692,10.2016,0.0129,3.3642,0,,,3-18-34
298,1,430.8646,89.4941,-3.6185,0.8254,0,31,14-31,6-11-14-19-26-27-30-31-32
298,2,766.0543,381.7563,2.1296,0.3618,0,,,10-17-33
298,3,775.2369,41.9847,-0.2190,3.9940,0,18,18,0-18-34
298,4,567.3482,109.2362,-3.9216,0.7879,0,,22-25-35,19-20-22-25-30-35
298,5,286.6934,574.4891,0.2142,-2.2175,0,,16,7-9-16
298,6,396.3065,129.6339,-2.7716,0.6051,0,,,1-11-14-26-27-29-30-31
298,7,209.9341,601.4507,-0.0826,-1.1538,0,,13-16,5-9-12-13-16-24
298,8,325.5313,6.2227,1.7641,-1.1429,0,,32,11-27-32
298,9,277.3230,624.6798,-0.3693,-1.7074,0,,,5-7-16
298,10,823.5180,421.4292,1.6070,0.5634,0,,,2
298,11,339.9366,103.1143,3.8026,-0.5730,0,,27-29,1-6-8-27-29-32
298,12,120.2757,572.2209,0.9878,0.1558,0,,,7-13-24
298,13,172.3917,631.0041,0.8612,-0.6730,0,,7,7-12-16
298,14,459.9733,113.7197,-3.3994,0.6652,0,,1-19-26-30-31,1-6-19-20-22-25-26-30-31-35
298,15,714.4536,286.8350,3.5021,0.3897,0,,33,17-33
298,16,237.8756,571.3471,-0.2534,-1.8526,0,,5-7,5-7-9-13-24
298,17,791.2927,311.5427,2.9199,-0.0781,0,,23-33,2-15-23-33
298,18,771.2338,10.0239,-0.0173,1.6570,0,3,3,0-3-34
298,19,496.1204,95.7604,-3.8493,0.8327,0,,14-30-31-35,1-4-14-20-22-25-26-30-31-35
298,20,493.3763,173.2672,-3.4417,0.3943,0,,30,4-14-19-22-26-30-35
298,21,759.2361,636.8480,0.2544,3.9115,0,,,
298,22,542.1514,148.4077,-3.5350,1.1292,0,,4-30-35,4-14-19-20-25-26-30-35
298,23,819.5139,286.0338,2.9832,-0.0671,0,,17,17-33
298,24,167.4581,526.9464,0.9983,0.0576,0,,,7-12-16
298,25,549.7404,75.6115,-3.9533,0.4951,0,,4-35,4-14-19-22-30-31-35
298,26,442.8854,148.6737,-3.3708,0.6819,0,,14,1-6-14-19-20-22-30-31-35
298,27,348.5187,62.2331,2.3210,-1.0778,0,,11,1-6-8-11-29-32
298,28,386.6156,469.4200,-0.1919,-0.9814,0,,,
298,29,304.8065,105.5847,3.5670,-0.1401,0,,11,6-11-27
298,30,495.3492,135.2718,-3.5182,0.7148,0,,14-19-20-22-35,1-4-6-14-19-20-22-25-26-31-35
298,31,462.7215,75.2157,-3.8303,0.8020,0,1,1-14-19,1-6-14-19-25-26-30-35
298,32,367.2364,15.7578,1.9980,-2.1315,0,,8,1-8-11-27
298,33,753.2251,285.3424,3.6383,0.3007,0,,15-17,2-15-17-23
298,34,716.2197,69.0595,-1.3140,1.8584,0,,,0-3-18
298,35,530.7911,110.9905,-3.9601,0.5637,0,,4-19-22-25-30,4-14-19-20-22-25-26-30-31
299,0,714.7557,13.5228,-0.0135,3.3212,0,,,3-18-34
299,1,426.9936,90.5018,-3.8710,1.0076,0,,14-31,6-11-14-19-26-27-30-31-32
299,2,768.2135,382.1131,2.1592,0.3568,0,,,10-17-33
299,3,775.0958,45.9822,-0.1410,3.9975,0,18,18,0-18-34
299,4,563.4255,110.0187,-3.9227,0.7825,0,,22-25-35,19-20-22-25-30-35
299,5,286.8388,572.3009,0.1454,-2.1882,0,,16,7-9-16
299,6,393.6508,130.1846,-2.6557,0.5507,0,,26,1-11-14-26-27-29-30-31
299,7,209.8709,600.3026,-0.0633,-1.1481,0,,13-16,5-9-12-13-16-24
299,8,327.3822,5.0830,1.8509,-1.1397,0,,32,11-27-32
299,9,276.9693,622.9713,-0.3537,-1.7086,0,,,5-7-16
299,10,825.1526,421.9823,1.6346,0.5531,0,,,2
299,11,343.5632,102.5273,3.6267,-0.5870,0,,27-29,1-6-8-27-29-32
299,12,121.2683,572.3425,0.9926,0.1216,0,,,7-13-24
299,13,173.2567,630.2877,0.8650,-0.7165,0,,7,7-12-16
299,14,456.5686,114.3831,-3.4048,0.6634,0,,1-19-26-30-31,1-6-19-20-22-25-26-30-31-35
299,15,717.9814,287.2094,3.5277,0.3744,0,,33,17-33
299,16,237.6607,569.5443,-0.2149,-1.8028,0,,5-7,5-7-9-13-24
299,17,794.2157,311.4560,2.9231,-0.0867,0,,23-33,2-15-23-33
299,18,771.1966,11.7852,-0.0372,1.7613,0,3,3,0-3-34
299,19,492.2703,96.6002,-3.8501,0.8398,0,,14-30-31-35,1-4-14-20-22-25-26-30-31-35
299,20,489.9260,173.6441,-3.4504,0.3769,0,,30,4-14-19-22-26-30-35
299,21,759.4905,640.7595,0.2544,3.9115,0,,,
299,22,538.5975,149.4842,-3.5539,1.0766,0,,4-30-35,4-14-19-20-25-26-30-35
299,23,822.4880,285.9995,2.9741,-0.0342,0,,17,17-33
299,24,168.4580,526.9543,1.0000,0.0079,0,,,7-12-16
299,25,545.7937,76.1548,-3.9467,0.5433,0,,4-35,4-14-19-22-30-31-35
299,26,439.5178,149.3256,-3.3676,0.6519,0,,6-14,1-6-14-19-20-22-30-31-35
299,27,350.7565,61.2271,2.2378,-1.0060,0,,11,1-6-8-11-29-32
299,28,386.4237,468.4386,-0.1919,-0.9814,0,,,
299,29,308.2855,105.4313,3.4790,-0.1534,0,,11,6-11-27
299,30,491.8272,135.9815,-3.5221,0.7096,0,,14-19-20-22-35,1-4-6-14-19-20-22-25-26-31-35
299,31,458.9002,76.0362,-3.8213,0.8205,0,,1-14-19,1-6-14-19-25-26-30-35
299,32,369.1558,13.7279,1.9194,-2.0299,0,,8,1-8-11-27
299,33,756.8290,285.6489,3.6039,0.3066,0,,15-17,2-15-17-23
299,34,714.9682,70.9763,-1.2515,1.9168,0,,,0-3-18
299,35,526.8243,111.5048,-3.9668,0.5143,0,,4-19-22-25-30,4-14-19-20-22-25-26-30-31
300,0,714.7190,16.8058,-0.0367,3.2831,0,,,3-18-34
300,1,423.2740,91.4669,-3.7196,0.9651,0,,14-31,6-11-14-19-26-27-30-31-32
300,2,770.4007,382.4649,2.1872,0.3518,0,,,10-17-33
300,3,775.0202,49.9815,-0.0756,3.9993,0,,18,0-18-34
300,4,559.5016,110.7955,-3.9238,0.7768,0,,22-25-35,19-20-22-25-30-35
300,5,286.9196,570.1419,0.0809,-2.1590,0,,16,7-9-16
300,6,391.1107,130.7114,-2.5401,0.5268,0,,26,1-11-14-26-27-29-30-31
300,7,209.8263,599.1594,-0.0446,-1.1432,0,,13-16,5-9-12-13-16-24
300,8,329.3100,3.9481,1.9278,-1.1349,0,,32,11-27-32
300,9,276.6303,621.2631,-0.3390,-1.7082,0,,,5-7-16
300,10,826.8149,422.5253,1.6622,0.5430,0,,,2
300,11,347.0228,101.9278,3.4595,-0.5995,0,,27-29,1-6-8-27-29-32
300,12,122.2646,572.4292,0.9962,0.0867,0,,,7-13-24
300,13,174.1255,629.5298,0.8688,-0.7579,0,,7,7-12-16
300,14,453.1597,115.0442,-3.4089,0.6611,0,,1-19-26-30-31,1-6-19-20-22-25-26-30-31-35
300,15,721.5328,287.5690,3.5514,0.3597,0,,33,17-33
300,16,237.4824,567.7884,-0.1783,-1.7559,0,,5-7,5-7-9-13-24
300,17,797.1422,311.3616,2.9265,-0.0944,0,,23-33,2-15-23-33
300,18,771.1422,13.6481,-0.0544,1.8628,0,,3,0-3-34
300,19,488.4201,97.4459,-3.8501,0.8457,0,,14-30-31-35,1-4-14-20-22-25-26-30-31-35
300,20,486.4671,174.0038,-3.4589,0.3597,0,,30,4-14-19-22-26-30-35
300,21,759.7449,644.6709,0.2544,3.9115,0,,,
300,22,535.0254,150.5101,-3.5721,1.0258,0,,4-30-35,4-14-19-20-25-26-30-35
300,23,825.4525,285.9964,2.9645,-0.0031,0,,17,17-33
300,24,169.4572,526.9135,0.9992,-0.0408,0,,,7-12-16
300,25,541.8530,76.7433,-3.9407,0.5885,0,,4-35,4-14-19-22-30-31-35
300,26,436.1546,149.9480,-3.3632,0.6224,0,,6-14,1-6-14-19-20-22-30-31-35
300,27,352.9166,60.2899,2.1601,-0.9372,0,,11,1-6-8-11-29-32
300,28,386.2318,467.4572,-0.1919,-0.9814,0,,,
300,29,311.6786,105.2654,3.3932,-0.1659,0,,11,6-11-27
300,30,488.3019,136.6855,-3.5253,0.7041,0,,14-19-20-22-35,1-4-6-14-19-20-22-25-26-31-35
300,31,455.0892,76.8736,-3.8110,0.8374,0,,1-14-19,1-6-14-19-25-26-30-35
300,32,371.0005,11.7956,1.8447,-1.9323,0,,8,1-8-11-27
300,33,760.4006,285.9610,3.5715,0.3121,0,,15-17,2-15-17-23
300,34,713.7765,72.9497,-1.1917,1.9734,0,,,0-3-18
300,35,522.8519,111.9741,-3.9724,0.4693,0,,4-19-22-25-30,4-14-19-20-22-25-26-30-31
301,0,714.6621,20.0553,-0.0569,3.2495,0,,,3-18-34
301,1,419.6973,92.3921,-3.5767,0.9252,0,31,6-14-31,6-11-14-19-26-27-30-31-32
301,2,772.6146,382.8118,2.2139,0.3469,0,,,10-17-33
301,3,774.9229,53.8644,-0.0973,3.8829,0,,18,0-18-34
301,4,555.5766,111.5662,-3.9250,0.7707,0,,22-25-35,19-20-22-25-30-35
301,5,286.9402,568.0118,0.0205,-2.1301,0,,16,7-9-16
301,6,388.6783,131.2156,-2.4324,0.5042,0,,1-11-26,1-11-14-26-27-29-30-31
301,7,209.7999,598.0203,-0.0264,-1.1391,0,,13-16,5-9-12-13-16-24
301,8,331.3054,2.8196,1.9954,-1.1285,0,,32,27-32
301,9,276.3052,619.5565,-0.3251,-1.7066,0,,,5-7-16
301,10,828.5047,423.0586,1.6898,0.5332,0,,,2
301,11,350.3092,101.3241,3.2864,-0.6038,0,,6-27-29,1-6-26-27-29-32
301,12,123.2632,572.4804,0.9987,0.0512,0,,,7-13-24
301,13,174.9979,628.7325,0.8724,-0.7973,0,,7,7-12-16
301,14,449.7479,115.7025,-3.4118,0.6583,0,,1-19-26-30-31,1-6-19-20-22-25-26-30-31-35
301,15,725.1060,287.9146,3.5732,0.3456,0,,33,17-33
301,16,237.3388,566.0766,-0.1436,-1.7118,0,,5-7,5-7-9-13-24
301,17,800.0725,311.2604,2.9302,-0.1013,0,,23-33,2-15-23-33
301,18,771.0716,15.6077,-0.0706,1.9597,0,,3,0-3-34
301,19,484.5708,98.2963,-3.8494,0.8504,0,,14-30-31-35,1-4-14-20-22-25-26-30-31-35
301,20,482.9999,174.3465,-3.4672,0.3427,0,,30,4-14-19-22-26-30-35
301,21,759.9993,648.5824,0.2544,3.9115,0,,,
301,22,531.4356,151.4870,-3.5897,0.9769,0,,4-30-35,4-14-19-20-25-26-30-35
301,23,828.4072,286.0227,2.9547,0.0263,0,,17,17-33
301,24,170.4533,526.8251,0.9961,-0.0884,0,,,7-12-16
301,25,537.9179,77.3741,-3.9351,0.6308,0,,4-35,4-14-19-22-30-31-35
301,26,432.8307,150.5351,-3.3239,0.5871,0,,6-14,1-6-11-14-19-20-22-30-31-35
301,27,355.0038,59.4185,2.0872,-0.8714,0,,11,1-6-8-11-29-31-32
301,28,386.0399,466.4758,-0.1919,-0.9814,0,,,
301,29,314.9879,105.0879,3.3092,-0.1775,0,,11,6-11-27
301,30,484.7800,137.3827,-3.5219,0.6972,0,,14-19-20-22-35,1-4-6-14-19-20-22-25-26-31-35
301,31,451.2901,77.7264,-3.7991,0.8528,0,1,1-14-19,1-6-14-19-25-26-27-30-35
301,32,372.7626,9.9304,1.7621,-1.8652,0,,8,1-8-11-27
301,33,763.9415,286.2781,3.5409,0.3171,0,,15-17,2-15-17-23
301,34,712.6406,74.9759,-1.1359,2.0262,0,,,0-3-18
301,35,518.8748,112.4012,-3.9771,0.4271,0,,4-19-22-25-30,4-14-19-20-22-25-26-30-31
302,0,714.5863,23.2735,-0.0758,3.2182,0,,,3-18-21-34
302,1,415.8554,93.5054,-3.8419,1.1134,0,,6-14-31,6-11-14-19-26-27-29-30-31-32
302,2,774.8538,383.1539,2.2392,0.3421,0,,,10-17-33
302,3,774.8055,57.6368,-0.1174,3.7725,0,,18,0-18-21-34
302,4,551.6503,112.3306,-3.9263,0.7644,0,,22-25-35,19-20-22-25-30-35
302,5,286.9043,565.9104,-0.0359,-2.1014,0,,16,7-9-16
302,6,386.3204,131.6934,-2.3579,0.4778,0,,1-11-26,1-11-14-19-26-27-29-30-31
302,7,209.7910,596.8846,-0.0089,-1.1357,0,,13-16,5-9-12-13-16-24
302,8,333.3366,1.6858,2.0312,-1.1338,0,,32,27-32
302,9,275.9932,617.8528,-0.3120,-1.7037,0,,,5-7-16
302,10,830.2220,423.5822,1.7173,0.5237,0,,,2
302,11,353.4133,100.7419,3.1041,-0.5822,0,,6-27-29,1-6-14-26-27-29-31-32
302,12,124.2631,572.4956,0.9999,0.0152,0,,,7-13-24
302,13,175.8739,627.8975,0.8760,-0.8349,0,,7,7-12-16
302,14,446.3627,116.3528,-3.3853,0.6503,0,,1-19-26-30-31,1-6-11-19-20-22-25-26-30-31-35
302,15,728.6993,288.2468,3.5932,0.3322,0,,33,17-33
302,16,237.2279,564.4064,-0.1108,-1.6703,0,,5-7,5-7-9-13-24
302,17,803.0066,311.1530,2.9341,-0.1073,0,,23-33,2-15-23-33
302,18,770.9860,17.6596,-0.0856,2.0519,0,21,3-21,0-3-21-34
302,19,480.7213,99.1515,-3.8495,0.8552,0,,14-30-31-35,1-4-6-14-20-22-25-26-30-31-35
