step,boid_id,x,y,x_vel,y_vel,pre_planned,separation,cohesion,alignment
0,0,651.7237,378.8989,0.9903,-1.2380,0,,,3-30-34
0,1,394.9558,431.6329,0.5704,0.8214,0,4,4,4-31
0,2,606.4480,192.9725,1.5038,-0.5932,0,,,5
0,3,715.5131,356.6476,1.5207,-1.8217,0,,,0-12
0,4,389.5345,455.7923,-0.8508,1.3753,0,1,1,1
0,5,553.0070,112.0226,0.0698,-0.9976,0,,,2
0,6,797.8593,19.9661,-1.1489,0.3971,0,,,32
0,7,293.5354,45.4162,-0.9711,-0.2861,0,,,
0,8,277.7191,358.0156,-0.1418,-1.4994,0,,,9-33
0,9,291.0222,273.2547,0.9257,0.7117,0,33,33,8-16-33
0,10,172.4489,321.9308,0.2009,-0.9796,0,,,20-21
0,11,886.1651,136.2210,-1.2855,-1.8173,0,,,26
0,12,801.8012,351.4384,-1.0189,1.6844,0,,,3-24
0,13,747.7746,537.0850,0.0972,-0.9953,0,,,29
0,14,169.5398,216.6615,-2.1025,-0.6180,0,,20,20-21-22
0,15,664.4593,32.9396,-0.2478,1.1680,0,,23-32,23-32
0,16,313.9938,182.9082,0.4049,-1.8519,0,,,9-22-28-33
0,17,428.4558,252.5335,-0.6040,1.8451,0,,,
0,18,36.3669,166.4404,-0.7298,1.5570,0,,,
0,19,168.8979,582.7140,-1.2764,0.2819,0,,,
0,20,184.4721,249.7686,-0.9423,0.3348,0,,14-21,10-14-21-22
0,21,141.2613,268.3975,-0.9803,0.1973,0,,20,10-14-20
0,22,239.3035,180.0168,-1.5113,0.5495,0,,,14-16-20
0,23,702.3675,57.9219,0.5036,0.8639,0,32,15-32,15-32
0,24,840.8482,311.5895,0.5343,1.6700,0,,,12-26
0,25,302.0830,583.4776,0.0140,-1.1421,0,,,35
0,26,830.0368,215.5439,-0.3363,-1.2530,0,,,11-24
0,27,135.8962,483.4141,-1.2300,0.9678,0,,,
0,28,364.5709,130.3909,0.4887,-0.8725,0,,,16
0,29,650.8340,546.5165,0.9996,-0.0267,0,,,13-34
0,30,556.9340,376.6409,-1.5786,0.2765,0,,,0-34
0,31,451.0974,361.1951,1.3478,0.3118,0,,,1
0,32,709.1802,52.3103,-1.3336,0.3885,0,23,15-23,6-15-23
0,33,299.7926,279.0575,1.6617,-1.5417,0,9,9,8-9-16
0,34,615.5948,454.3576,-0.9982,1.3015,0,,,0-29-30
0,35,390.5312,566.7165,-1.3559,-0.6790,0,,,25
1,0,652.6469,377.7188,0.9232,-1.1801,0,,,3-30-34
1,1,395.8161,432.1427,0.8603,0.5098,0,4,4,4-31
1,2,607.8801,192.3591,1.4321,-0.6134,0,,,5
1,3,716.9554,354.9296,1.4423,-1.7180,0,,,0-12
1,4,388.6558,457.5512,-0.8786,1.7589,0,1,1,1
1,5,553.1465,111.0324,0.1396,-0.9902,0,,,2
1,6,796.7011,20.3629,-1.1582,0.3967,0,,,32
1,7,292.5643,45.1301,-0.9711,-0.2861,0,,,
1,8,277.6491,356.5704,-0.0700,-1.4452,0,,,9-33
1,9,291.8605,273.8000,0.8383,0.5453,0,33,33,8-16-33
1,10,172.6027,320.9427,0.1538,-0.9881,0,,,20-21
1,11,884.9270,134.4320,-1.2381,-1.7891,0,,,26
1,12,800.8827,353.0373,-0.9185,1.5990,0,,,3-24
1,13,747.9232,536.0961,0.1486,-0.9889,0,,,29
1,14,167.4993,216.1238,-2.0404,-0.5376,0,,20,20-21-22
1,15,664.2424,34.1016,-0.2169,1.1620,0,,23-32,23-32
1,16,314.3969,181.1325,0.4031,-1.7758,0,,,9-22-28-33
1,17,427.8518,254.3786,-0.6040,1.8451,0,,,
1,18,35.6371,167.9974,-0.7298,1.5570,0,,,
1,19,167.6215,582.9960,-1.2764,0.2819,0,,,
1,20,183.4936,250.0698,-0.9785,0.3012,0,,14-21,10-14-21-22
1,21,140.2738,268.5549,-0.9875,0.1574,0,,20,10-14-20
1,22,237.8242,180.5053,-1.4793,0.4885,0,,,14-16-20
1,23,702.6638,58.8770,0.2963,0.9551,0,32,15-32,15-32
1,24,841.3244,313.1846,0.4762,1.5951,0,,,12-26
1,25,302.0286,582.3587,-0.0544,-1.1190,0,,,35
1,26,829.6983,214.3486,-0.3385,-1.1952,0,,,11-24
1,27,134.6663,484.3818,-1.2300,0.9678,0,,,
1,28,365.0553,129.4733,0.4844,-0.9176,0,,,16
1,29,651.8338,546.4976,0.9998,-0.0189,0,,,13-34
1,30,555.4325,376.9066,-1.5015,0.2657,0,,,0-34
1,31,452.4209,361.5167,1.3234,0.3217,0,,,1
1,32,707.9947,52.5910,-1.1855,0.2807,0,23,15-23,6-15-23
1,33,301.5340,277.6431,1.7413,-1.4143,0,9,9,8-9-16
1,34,614.6536,455.5785,-0.9413,1.2209,0,,,0-29-30
1,35,389.2404,566.0155,-1.2908,-0.7010,0,,,25
2,0,653.5073,376.5938,0.8604,-1.1250,0,,,3-30-34
2,1,396.8128,432.2235,0.9967,0.0808,0,4,4,4-31
2,2,609.2476,191.7269,1.3675,-0.6322,0,,,5
2,3,718.3241,353.3094,1.3687,-1.6202,0,,,0-12
2,4,387.7238,459.6834,-0.9321,2.1322,0,1,1,1
2,5,553.3489,110.0531,0.2024,-0.9793,0,,,2
2,6,795.5416,20.7538,-1.1595,0.3909,0,,,32
2,7,291.5931,44.8440,-0.9711,-0.2861,0,,,
2,8,277.6470,355.1757,-0.0020,-1.3947,0,,,9-33
2,9,292.7307,274.2927,0.8702,0.4927,0,33,33,8-16-33
2,10,172.7067,319.9481,0.1040,-0.9946,0,,,20-21
2,11,883.7340,132.6726,-1.1931,-1.7594,0,,,26
2,12,800.0563,354.5557,-0.8265,1.5184,0,,,3-24
2,13,748.1224,535.1161,0.1992,-0.9800,0,,,29
2,14,165.5187,215.6611,-1.9807,-0.4627,0,,20,20-21-22
2,15,664.0532,35.2570,-0.1893,1.1553,0,,23-32,23-32
2,16,314.8001,179.4286,0.4032,-1.7038,0,,,9-22-28-33
2,17,427.2478,256.2237,-0.6040,1.8451,0,,,
2,18,34.9073,169.5544,-0.7298,1.5570,0,,,
2,19,166.3451,583.2779,-1.2764,0.2819,0,,,
2,20,182.4807,250.3382,-1.0129,0.2684,0,,14-21,10-14-21-22
2,21,139.2808,268.6729,-0.9930,0.1180,0,,20,10-14-20
2,22,236.3757,180.9378,-1.4485,0.4325,0,,,14-16-20
2,23,702.7938,59.9255,0.1300,1.0485,0,32,15-32,15-32
2,24,841.7477,314.7081,0.4233,1.5235,0,,,12
2,25,301.9123,581.2606,-0.1163,-1.0981,0,,,35
2,26,829.3171,213.1252,-0.3812,-1.2234,0,,,11
2,27,133.4363,485.3496,-1.2300,0.9678,0,,,
2,28,365.5356,128.5164,0.4803,-0.9569,0,,,16
2,29,652.8337,546.4848,0.9999,-0.0128,0,,,13-34
2,30,554.0040,377.1614,-1.4285,0.2548,0,,,0-34
2,31,453.7280,361.8264,1.3071,0.3096,0,,,1
2,32,706.9236,52.7568,-1.0711,0.1658,0,23,15-23,6-15-23
2,33,303.3683,276.3165,1.8344,-1.3266,0,9,9,8-9-16
2,34,613.7666,456.7236,-0.8870,1.1451,0,,,0-29-30
2,35,388.0083,565.2946,-1.2321,-0.7209,0,,,25
3,0,654.3089,375.5214,0.8016,-1.0724,0,,,3-34
3,1,397.9331,431.8657,1.1203,-0.3578,0,4,4,4-31
3,2,610.5568,191.0773,1.3092,-0.6496,0,,,5
3,3,719.6237,351.7813,1.2997,-1.5281,0,,,0-12
3,4,386.7100,462.1933,-1.0137,2.5098,0,1,1,1
3,5,553.6075,109.0871,0.2586,-0.9660,0,,,2
3,6,794.3865,21.1334,-1.1551,0.3797,0,,,23-32
3,7,290.6220,44.5578,-0.9711,-0.2861,0,,,
3,8,277.7127,353.8299,0.0657,-1.3458,0,,,9-33
3,9,293.6133,274.7628,0.8826,0.4702,0,33,33,8-16-33
3,10,172.7587,318.9495,0.0520,-0.9986,0,,,20-21
3,11,882.5815,130.9400,-1.1525,-1.7326,0,,,26
3,12,799.3142,355.9981,-0.7421,1.4424,0,,,3-24
3,13,748.3711,534.1476,0.2487,-0.9686,0,,,29
3,14,163.5956,215.2681,-1.9231,-0.3930,0,,20,20-21-22
3,15,663.8886,36.4049,-0.1646,1.1480,0,,23-32,23-32
3,16,315.2050,177.7927,0.4049,-1.6359,0,,,9-22-28-33
3,17,426.6438,258.0688,-0.6040,1.8451,0,,,
3,18,34.1775,171.1114,-0.7298,1.5570,0,,,
3,19,165.0687,583.5598,-1.2764,0.2819,0,,,
3,20,181.4350,250.5747,-1.0457,0.2365,0,,14-21,10-14-21-22
3,21,138.2839,268.7521,-0.9969,0.0792,0,,20,10-14-20
3,22,234.9568,181.3187,-1.4188,0.3810,0,,,14-16-20
3,23,702.7825,61.0713,-0.0113,1.1459,0,32,15-32,6-15-32
3,24,842.1128,316.2275,0.3650,1.5194,0,,,12
3,25,301.7403,580.1814,-0.1721,-1.0792,0,,,35
3,26,828.8973,211.8763,-0.4198,-1.2489,0,,,11
3,27,132.2064,486.3174,-1.2300,0.9678,0,,,
3,28,366.0122,127.5255,0.4766,-0.9909,0,,,16
3,29,653.8337,546.4765,1.0000,-0.0083,0,,,13-34
3,30,552.6026,377.4608,-1.4014,0.2993,0,,,31
3,31,455.0257,362.1026,1.2978,0.2763,0,,,1-30
3,32,705.9244,52.7976,-0.9992,0.0409,0,23,15-23,6-15-23
3,33,305.3096,275.0425,1.9413,-1.2741,0,9,9,8-9-16
3,34,612.9689,457.7844,-0.7976,1.0608,0,,,0-29
3,35,386.8293,564.5558,-1.1791,-0.7388,0,,,25
4,0,655.0829,374.4909,0.7740,-1.0305,0,,,3-34
4,1,399.2071,431.0480,1.2740,-0.8177,0,,4,4-31
4,2,611.8135,190.4119,1.2567,-0.6654,0,,,
4,3,720.8592,350.3399,1.2355,-1.4414,0,,,0-12
4,4,385.5851,465.0989,-1.1249,2.9056,0,,1,1-35
4,5,553.8661,108.1212,0.2586,-0.9660,0,,,
4,6,793.2639,21.5238,-1.1226,0.3903,0,,,23-32
4,7,289.6508,44.2717,-0.9711,-0.2861,0,,,
4,8,277.8457,352.5313,0.1330,-1.2986,0,,,9-33
4,9,294.4874,275.2485,0.8742,0.4857,0,33,33,8-33
4,10,172.7569,317.9495,-0.0018,-1.0000,0,,,20-21
4,11,881.4656,129.2317,-1.1159,-1.7084,0,,,26
4,12,798.6493,357.3703,-0.6650,1.3722,0,,,3-24
4,13,748.6681,533.1927,0.2970,-0.9549,0,,,29
4,14,161.7279,214.9399,-1.8677,-0.3282,0,,20,20-21-22
4,15,663.7455,37.5447,-0.1432,1.1397,0,,23-32,23-32
4,16,315.6131,176.2211,0.4081,-1.5716,0,,,22-28-33
4,17,426.0399,259.9139,-0.6040,1.8451,0,,,
4,18,33.4477,172.6684,-0.7298,1.5570,0,,,
4,19,163.7922,583.8418,-1.2764,0.2819,0,,,
4,20,180.3582,250.7803,-1.0768,0.2056,0,,14-21,10-14-21-22
4,21,137.2848,268.7933,-0.9991,0.0412,0,,20,10-14-20
4,22,233.5667,181.6524,-1.3902,0.3337,0,,,14-16-20
4,23,702.6573,62.3282,-0.1252,1.2569,0,32,15-32,6-15-32
4,24,842.4263,317.7395,0.3135,1.5120,0,,,12
4,25,301.5179,579.1192,-0.2224,-1.0622,0,,,35
4,26,828.4427,210.6045,-0.4546,-1.2719,0,,,11
4,27,130.9764,487.2851,-1.2300,0.9678,0,,,
4,28,366.4853,126.5055,0.4731,-1.0199,0,,,16
4,29,654.8337,546.4709,1.0000,-0.0056,0,,,13-34
4,30,551.3362,377.7589,-1.2664,0.2982,0,,,31
4,31,456.2588,362.3521,1.2331,0.2495,0,,,1-30
4,32,704.9300,52.6925,-0.9945,-0.1051,0,23,15-23,6-15-23
4,33,307.3728,273.7886,2.0631,-1.2538,0,9,9,8-9-16
4,34,612.2556,458.7663,-0.7134,0.9819,0,,,0-29
4,35,385.6755,563.9000,-1.1538,-0.6558,0,,,4-25
5,0,655.8313,373.5005,0.7484,-0.9904,0,,,3-34
5,1,400.4072,430.3825,1.2000,-0.6656,0,,4,4-31
5,2,613.0702,189.7465,1.2567,-0.6654,0,,,
5,3,722.0350,348.9802,1.1758,-1.3598,0,,,0-12
5,4,384.5316,467.7932,-1.0534,2.6943,0,,1,1-35
5,5,554.1247,107.1552,0.2586,-0.9660,0,,,
5,6,792.1694,21.9234,-1.0945,0.3996,0,,,23-32
5,7,288.6797,43.9855,-0.9711,-0.2861,0,,,
5,8,278.0455,351.2785,0.1998,-1.2529,0,,,9-33
5,9,295.3260,275.7932,0.8386,0.5447,0,33,33,8-33
5,10,172.7002,316.9511,-0.0567,-0.9984,0,,,20-21
5,11,880.3828,127.5451,-1.0828,-1.6866,0,,,26
5,12,798.0548,358.6776,-0.5945,1.3074,0,,,3-24
5,13,749.0118,532.2536,0.3437,-0.9391,0,,,29
5,14,159.9136,214.6719,-1.8144,-0.2681,0,,20,20-21-22
5,15,663.6195,38.6752,-0.1259,1.1305,0,,23-32,23-32
5,16,316.0199,174.6958,0.4068,-1.5254,0,,,22-28-33
5,17,425.4359,261.7590,-0.6040,1.8451,0,,,
5,18,32.7179,174.2254,-0.7298,1.5570,0,,,
5,19,162.5158,584.1237,-1.2764,0.2819,0,,,
5,20,179.2518,250.9559,-1.1064,0.1755,0,,14-21,10-14-21-22
5,21,136.2848,268.7976,-1.0000,0.0042,0,,20,10-14-20
5,22,232.2041,181.9424,-1.3626,0.2900,0,,,14-16-20
5,23,702.4407,63.7133,-0.2165,1.3850,0,32,15-32,6-15-32
5,24,842.6944,319.2413,0.2681,1.5018,0,,,12
5,25,301.2489,578.0773,-0.2690,-1.0419,0,,,35
5,26,827.9566,209.3119,-0.4860,-1.2926,0,,,11
5,27,129.7464,488.2529,-1.2300,0.9678,0,,,
5,28,366.9552,125.4604,0.4698,-1.0452,0,,,16
5,29,655.8337,546.4665,1.0000,-0.0045,0,,,13-34
5,30,550.1947,378.0547,-1.1415,0.2958,0,,,31
5,31,457.4317,362.5798,1.1729,0.2277,0,,,1-30
5,32,703.9666,52.4245,-0.9634,-0.2680,0,23,15-23,6-15-23
5,33,309.5743,272.5241,2.2015,-1.2645,0,9,9,8-9-16
5,34,611.6216,459.6742,-0.6340,0.9079,0,,,0-29
5,35,384.5463,563.3184,-1.1292,-0.5817,0,,,4-25
6,0,656.5558,372.5483,0.7245,-0.9522,0,,,3-34
6,1,401.5351,429.8588,1.1279,-0.5237,0,,4,4-31
6,2,614.3269,189.0811,1.2567,-0.6654,0,,,
6,3,723.1552,347.6973,1.1202,-1.2829,0,,,0-12
6,4,383.5470,470.2891,-0.9847,2.4959,0,,1,1-35
6,5,554.3833,106.1892,0.2586,-0.9660,0,,,
6,6,791.1001,22.3310,-1.0692,0.4076,0,,,23-32
6,7,287.7085,43.6994,-0.9711,-0.2861,0,,,
6,8,278.3113,350.0702,0.2658,-1.2082,0,,,9-33
6,9,296.0857,276.4435,0.7597,0.6503,0,33,33,8-33
6,10,172.5881,315.9574,-0.1121,-0.9937,0,,,20-21
6,11,879.3298,125.8782,-1.0530,-1.6669,0,,,26
6,12,797.5247,359.9251,-0.5300,1.2475,0,,,3-24
6,13,749.4006,531.3323,0.3888,-0.9213,0,,,29
6,14,158.1505,214.4595,-1.7631,-0.2124,0,,20,20-21-22
6,15,663.5080,39.7955,-0.1115,1.1203,0,,23-32,23-32
6,16,316.4281,173.2130,0.4082,-1.4827,0,,,22-28-33
6,17,424.8319,263.6041,-0.6040,1.8451,0,,,
6,18,31.9881,175.7824,-0.7298,1.5570,0,,,
6,19,161.2394,584.4056,-1.2764,0.2819,0,,,
6,20,178.1173,251.1024,-1.1345,0.1465,0,,14-21,10-14-21-22
6,21,135.2853,268.7658,-0.9995,-0.0317,0,,20,10-14-20
6,22,230.8682,182.1922,-1.3359,0.2497,0,,,14-16-20
6,23,702.1525,65.2478,-0.2882,1.5346,0,32,15-32,6-15-32
6,24,842.9226,320.7304,0.2282,1.4891,0,,,12
6,25,300.9369,577.0584,-0.3120,-1.0189,0,,,35
6,26,827.4423,208.0006,-0.5144,-1.3113,0,,,11
6,27,128.5165,489.2206,-1.2300,0.9678,0,,,
6,28,367.4219,124.3933,0.4668,-1.0671,0,,,16
6,29,656.8337,546.4616,1.0000,-0.0049,0,,,13-34
6,30,549.1690,378.3470,-1.0257,0.2924,0,,,31
6,31,458.5484,362.7904,1.1168,0.2106,0,,,1-30
6,32,703.0412,51.9774,-0.9253,-0.4471,0,23,15-23,6-15-23
6,33,311.9331,271.2180,2.3588,-1.3061,0,9,9,8-9-16
6,34,611.0624,460.5128,-0.5592,0.8386,0,,,0-29
6,35,383.4412,562.8027,-1.1051,-0.5157,0,,,4-25
7,0,657.2581,371.6326,0.7023,-0.9157,0,,,3
7,1,402.5929,429.4673,1.0578,-0.3914,0,,4,4-31
7,2,615.5836,188.4157,1.2567,-0.6654,0,,,
7,3,724.2238,346.4868,1.0685,-1.2105,0,,,0-12
7,4,382.6285,472.5988,-0.9185,2.3097,0,,1,1-35
7,5,554.6419,105.2232,0.2586,-0.9660,0,,,
7,6,790.0540,22.7453,-1.0461,0.4144,0,,,23-32
7,7,286.7374,43.4133,-0.9711,-0.2861,0,,,
7,8,278.6417,348.9060,0.3305,-1.1642,0,,,9-33
7,9,296.6974,277.2346,0.6117,0.7911,0,33,33,8-33
7,10,172.4206,314.9715,-0.1675,-0.9859,0,,,20-21
7,11,878.3038,124.2292,-1.0260,-1.6491,0,,,26
7,12,797.0536,361.1172,-0.4711,1.1921,0,,,3-24
7,13,749.8325,530.4304,0.4320,-0.9019,0,,,29
7,14,156.4367,214.2986,-1.7138,-0.1609,0,,20,20-21-22
7,15,663.4088,40.9049,-0.0992,1.1094,0,,23-32,23-32
7,16,316.8407,171.7690,0.4127,-1.4440,0,,,22-28-33
7,17,424.2280,265.4492,-0.6040,1.8451,0,,,
7,18,31.2583,177.3394,-0.7298,1.5570,0,,,
7,19,159.9630,584.6876,-1.2764,0.2819,0,,,27
7,20,176.9562,251.2209,-1.1611,0.1185,0,,14-21,10-14-21-22
7,21,134.2875,268.6994,-0.9978,-0.0664,0,,20,10-14-20
7,22,229.5580,182.4046,-1.3102,0.2125,0,,,14-16-20
7,23,701.8094,66.9579,-0.3432,1.7100,0,32,15-32,6-15-32
7,24,843.1159,322.2047,0.1932,1.4742,0,,,12
7,25,300.5853,576.0647,-0.3516,-0.9937,0,,,35
7,26,826.9023,206.6724,-0.5399,-1.3282,0,,,11
7,27,127.2865,490.1884,-1.2300,0.9678,0,,,19
7,28,367.8860,123.3074,0.4640,-1.0859,0,,,16
7,29,657.8336,546.4550,1.0000,-0.0066,0,,,13-34
7,30,548.2149,378.6465,-0.9541,0.2994,0,,,31
7,31,459.6120,362.9881,1.0635,0.1977,0,,,1-30
7,32,702.1413,51.3238,-0.8999,-0.6536,0,23,15-23,6-15-23
7,33,314.4715,269.8384,2.5385,-1.3796,0,9,9,8-9-16
7,34,610.5452,461.3686,-0.5172,0.8559,0,,,29
7,35,382.3596,562.3457,-1.0816,-0.4570,0,,,4-25
8,0,657.9788,370.7021,0.7206,-0.9304,0,,,3
8,1,403.5824,429.1991,0.9895,-0.2682,0,,,4-31
8,2,616.8403,187.7503,1.2567,-0.6654,0,,,
8,3,725.2451,345.3434,1.0213,-1.1434,0,,,0-12
8,4,381.7735,474.7336,-0.8550,2.1348,0,,,1-35
8,5,554.9005,104.2572,0.2586,-0.9660,0,,,
8,6,789.0291,23.1654,-1.0249,0.4201,0,,,23-32
8,7,285.7662,43.1271,-0.9711,-0.2861,0,,,
8,8,279.0344,347.7853,0.3927,-1.1207,0,,,9-33
8,9,297.0732,278.1613,0.3758,0.9267,0,33,33,8-33
8,10,172.1985,313.9965,-0.2221,-0.9750,0,,,20-21
8,11,877.3021,122.5961,-1.0017,-1.6330,0,,,26
8,12,796.6364,362.2580,-0.4172,1.1407,0,,,3-24
8,13,750.3057,529.5494,0.4732,-0.8810,0,,,29
8,14,154.7703,214.1853,-1.6664,-0.1133,0,,20,20-21-22
8,15,663.3202,42.0025,-0.0886,1.0976,0,,23-32,23-32
8,16,317.2610,170.3597,0.4202,-1.4094,0,,,22-28-33
8,17,423.6240,267.2943,-0.6040,1.8451,0,,,
8,18,30.5286,178.8964,-0.7298,1.5570,0,,,
8,19,158.6889,585.0038,-1.2741,0.3162,0,,,27
8,20,175.7699,251.3124,-1.1863,0.0915,0,,14-21,10-14-21-22
8,21,133.2925,268.5997,-0.9950,-0.0997,0,,20,10-14-20
8,22,228.2728,182.5826,-1.2852,0.1780,0,,,14-16-20
8,23,701.4254,68.8746,-0.3840,1.9167,0,32,15-32,6-15-32
8,24,843.2786,323.6622,0.1627,1.4576,0,,,12
8,25,300.1971,575.0979,-0.3881,-0.9669,0,,,35
8,26,826.3393,205.3289,-0.5630,-1.3434,0,,,11
8,27,126.0543,491.1236,-1.2322,0.9352,0,,,19
8,28,368.3478,122.2053,0.4619,-1.1021,0,,,16
8,29,658.8336,546.4478,1.0000,-0.0072,0,,,13-34
8,30,547.2695,378.9725,-0.9453,0.3261,0,,,31
8,31,460.6234,363.1774,1.0115,0.1893,0,,,1-30
8,32,701.2563,50.4305,-0.8850,-0.8933,0,23,15-23,6-15-23
8,33,317.2169,268.3508,2.7454,-1.4876,0,9,9,8-9-16
8,34,610.0680,462.2474,-0.4772,0.8788,0,,,29
8,35,381.3009,561.9408,-1.0586,-0.4049,0,,,4-25
9,0,658.7144,369.7610,0.7357,-0.9411,0,,,3
9,1,404.5614,428.9951,0.9790,-0.2040,0,,,4-31
9,2,618.0969,187.0850,1.2567,-0.6654,0,,,
9,3,726.2234,344.2622,0.9782,-1.0812,0,,,0-12
9,4,380.9593,476.7465,-0.8142,2.0129,0,,,1-35
9,5,555.1591,103.2912,0.2586,-0.9660,0,,,
9,6,788.0238,23.5901,-1.0054,0.4246,0,,,23-32
9,7,284.7951,42.8410,-0.9711,-0.2861,0,,,
9,8,279.4855,346.7067,0.4511,-1.0787,0,,,9-33
9,9,297.1469,279.1586,0.0736,0.9973,0,33,33,8-33
9,10,171.9229,313.0352,-0.2755,-0.9613,0,,,20-21
9,11,876.3223,120.9776,-0.9798,-1.6186,0,,,26
9,12,796.2686,363.3511,-0.3678,1.0931,0,,,3-24
9,13,750.8180,528.6906,0.5123,-0.8588,0,,,29
9,14,153.1493,214.1158,-1.6209,-0.0696,0,,20,20-21-22
9,15,663.2403,43.0877,-0.0798,1.0851,0,,23-32,23-32
9,16,317.6922,168.9806,0.4312,-1.3791,0,,,22-28-33
9,17,423.0200,269.1394,-0.6040,1.8451,0,,,
9,18,29.7988,180.4534,-0.7298,1.5570,0,,,
9,19,157.4169,585.3509,-1.2720,0.3472,0,,,27
9,20,174.5597,251.3779,-1.2101,0.0656,0,,14-21,10-14-21-22
9,21,132.3012,268.4680,-0.9913,-0.1317,0,,20,10-14-20
9,22,227.0119,182.7286,-1.2609,0.1460,0,,,14-16-20
9,23,701.0127,71.0352,-0.4126,2.1606,0,32,15-32,6-15-32
9,24,843.4148,325.1016,0.1362,1.4393,0,,,12
9,25,299.7754,574.1591,-0.4217,-0.9388,0,,,35
9,26,825.7554,203.9717,-0.5839,-1.3572,0,,,11
9,27,124.8201,492.0293,-1.2342,0.9058,0,,,19
9,28,368.8082,121.0893,0.4603,-1.1159,0,,,16
9,29,659.8336,546.4411,1.0000,-0.0067,0,,,13-34
9,30,546.3337,379.3251,-0.9358,0.3525,0,,,31
9,31,461.6057,363.3648,0.9823,0.1874,0,,,1-30
9,32,700.3770,49.2579,-0.8793,-1.1726,0,23,15-23,6-15-23
9,33,320.2032,266.7181,2.9863,-1.6327,0,9,9,8-9-16
9,34,609.6328,463.1478,-0.4352,0.9003,0,,,29
9,35,380.2643,561.5829,-1.0366,-0.3578,0,,,4-25
10,0,659.4622,368.8129,0.7478,-0.9481,0,,,3
10,1,405.5505,428.8482,0.9891,-0.1469,0,,,4-31
10,2,619.3536,186.4196,1.2567,-0.6654,0,,,
10,3,727.1622,343.2387,0.9388,-1.0235,0,,,0-12
10,4,380.1846,478.6461,-0.7747,1.8996,0,,,1-35
10,5,555.4176,102.3252,0.2586,-0.9660,0,,,
10,6,787.0364,24.0182,-0.9874,0.4281,0,,,23-32
10,7,283.8240,42.5548,-0.9711,-0.2861,0,,,
10,8,279.9905,345.6660,0.5050,-1.0406,0,,,9-33
10,9,296.8880,280.2637,-0.2589,1.1051,0,33,33,8-33
10,10,171.5957,312.0902,-0.3272,-0.9450,0,,,20-21
10,11,875.3623,119.3721,-0.9600,-1.6055,0,,,26
10,12,795.9461,364.3999,-0.3225,1.0489,0,,,3-24
10,13,751.3674,527.8551,0.5494,-0.8355,0,,,29
10,14,151.5824,214.0743,-1.5669,-0.0415,0,,20,20-21-22
10,15,663.1678,44.1594,-0.0725,1.0718,0,,23-32,23-32
10,16,318.1383,167.6271,0.4461,-1.3535,0,,,22-28-33
10,17,422.4161,270.9845,-0.6040,1.8451,0,,,33
10,18,29.0690,182.0104,-0.7298,1.5570,0,,,
10,19,156.1468,585.7261,-1.2701,0.3751,0,,,27
10,20,173.3273,251.4184,-1.2324,0.0405,0,,14-21,10-14-21-22
10,21,131.3144,268.3058,-0.9867,-0.1623,0,,20,10-14-20
10,22,225.7748,182.8448,-1.2371,0.1162,0,,,14-16-20
10,23,700.5822,73.4838,-0.4305,2.4487,0,32,15-32,6-15-32
10,24,843.5280,326.5214,0.1133,1.4198,0,,,12
10,25,299.3230,573.2494,-0.4524,-0.9097,0,,,35
10,26,825.1527,202.6021,-0.6027,-1.3696,0,,,11
10,27,123.5842,492.9086,-1.2360,0.8792,0,,,19
10,28,369.2678,119.9615,0.4596,-1.1278,0,,,16
10,29,660.8336,546.4361,1.0000,-0.0050,0,,,13-34
10,30,545.4084,379.7043,-0.9253,0.3793,0,,,31
10,31,462.5869,363.5578,0.9812,0.1930,0,,,1-30
10,32,699.4953,47.7586,-0.8816,-1.4994,0,23,15-23,6-15-23
10,33,323.4726,264.9011,3.2694,-1.8170,0,9,9,8-9-16-17
10,34,609.2416,464.0681,-0.3912,0.9203,0,,,29
10,35,379.2489,561.2678,-1.0154,-0.3152,0,,,4-25
11,0,660.2195,367.8611,0.7573,-0.9519,0,,,3
11,1,406.5463,428.7562,0.9958,-0.0920,0,,,4-31
11,2,620.6103,185.7542,1.2567,-0.6654,0,,,
11,3,728.0649,342.2687,0.9028,-0.9699,0,,,0-12
11,4,379.4481,480.4405,-0.7365,1.7944,0,,,1-35
11,5,555.6762,101.3592,0.2586,-0.9660,0,,,
11,6,786.0655,24.4486,-0.9708,0.4304,0,,,32
11,7,282.8528,42.2687,-0.9711,-0.2861,0,,,
11,8,280.5456,344.6596,0.5550,-1.0064,0,,,9-33
11,9,296.2577,281.5203,-0.6302,1.2566,0,,33,8-33
11,10,171.2190,311.1639,-0.3767,-0.9263,0,,,14-20-21
11,11,874.4202,117.7784,-0.9421,-1.5937,0,,,26
11,12,795.6651,365.4076,-0.2810,1.0077,0,,,3-24
11,13,751.9519,527.0437,0.5845,-0.8114,0,,,29
11,14,150.0666,214.0587,-1.5158,-0.0156,0,,20,10-20-21-22
11,15,663.1011,45.2170,-0.0667,1.0576,0,,23-32,23-32
11,16,318.6037,166.2941,0.4653,-1.3330,0,,,22-28-33
11,17,422.0057,272.6465,-0.4103,1.6620,0,,,33
11,18,28.3392,183.5674,-0.7298,1.5570,0,,,
11,19,154.8784,586.1264,-1.2684,0.4003,0,,,27
11,20,172.0740,251.4349,-1.2533,0.0164,0,,14-21,10-14-21-22
11,21,130.3329,268.1142,-0.9815,-0.1915,0,,20,10-14-20
11,22,224.5611,182.9329,-1.2136,0.0881,0,,,14-16-20
